时间,连通分量,城市
20200126,1,"['南宁', '河池', '柳州', '百色', '来宾', '宜春', '新余', '鞍山', '营口', '大连', '沈阳', '盘锦', '广州', '阳江', '江门', '茂名', '佛山', '上饶', '鹰潭', '清远', '东莞', '深圳', '惠州', '韶关', '肇庆', '荆州', '中山', '梅州', '湛江', '珠海', '揭阳', '河源', '云浮', '汕头', '衡阳', '长沙', '常德', '益阳', '张家界', '大理白族自治州', '丽江', '大庆', '齐齐哈尔', '哈尔滨', '呼伦贝尔', '黑河', '兴安盟', '绥化', '娄底', '邵阳', '湘潭', '晋中', '太原', '吕梁', '忻州', '长治', '临汾', '运城', '阳泉', '大同', '宁波', '舟山', '铁岭', '抚顺', '辽阳', '锦州', '本溪', '阜新', '朝阳', '葫芦岛', '丹东', '通辽', '北京', '株洲', '萍乡', '昭通', '凉山彝族自治州', '成都', '攀枝花', '桂林', '贵港', '晋城', '宜宾', '毕节', '昆明', '曲靖', '乐山', '眉山', '自贡', '重庆', '贵阳', '安顺', '六盘水', '黔南布依族苗族自治州', '黔西南布依族苗族自治州', '濮阳', '安阳', '郑州', '邯郸', '新乡', '鹤壁', '济南', '泰安', '济宁', '临沂', '镇江', '南京', '滁州', '马鞍山', '淮安', '扬州', '常州', '宿迁', '徐州', '盐城', '南通', '泰州', '无锡', '苏州', '上海', '芜湖', '宣城', '连云港', '合肥', '吉安', '赣州', '南昌', '呼和浩特', '乌兰察布', '包头', '张家口', '锡林郭勒盟', '郴州', '朔州', '唐山', '秦皇岛', '岳阳', '永州', '怀化', '青岛', '潍坊', '日照', '淄博', '烟台', '东营', '九江', '抚州', '杭州', '温州', '台州', '丽水', '德州', '聊城', '菏泽', '滨州', '枣庄', '安庆', '铜陵', '池州', '玉溪', '红河哈尼族彝族自治州', '普洱', '黄冈', '武汉', '孝感', '衢州', '金华', '赤峰', '广安', '达州', '遵义', '泸州', '南充', '内江', '资阳', '遂宁', '铜仁', '恩施土家族苗族自治州', '绵阳', '巴中', '湘西土家族苗族自治州', '德阳', '亳州', '阜阳', '淮南', '周口', '六安', '驻马店', '信阳', '邢台', '石家庄', '保定', '衡水', '沧州', '廊坊', '西安', '宝鸡', '咸阳', '天津', '焦作', '嘉兴', '楚雄彝族自治州', '长春', '松原', '白城', '四平', '西双版纳傣族自治州', '汉中', '安康', '巴彦淖尔', '鄂尔多斯', '乌海', '双鸭山', '佳木斯', '鹤岗', '绍兴', '钦州', '北海', '防城港', '玉林', '雅安', '伊春', '保山', '德宏傣族景颇族自治州', '梧州', '贺州', '开封', '商丘', '厦门', '龙岩', '漳州', '泉州', '福州', '三明', '文山壮族苗族自治州', '广元', '阿坝藏族羌族自治州', '蚌埠', '宿州', '景德镇', '宁德', '南平', '莆田', '吉林', '延边朝鲜族自治州', '通化', '榆林', '汕尾', '白山', '辽源', '延安', '承德', '渭南', '商洛', '铜川', '湖州', '许昌', '平顶山', '漯河', '临沧', '淮北', '甘孜藏族自治州', '洛阳', '三门峡', '崇左', '思茅', '南阳', '黔东南苗族侗族自治州', '威海', '牡丹江', '鸡西', '襄樊', '潮州', '咸宁', '襄阳']"
20200126,2,"['黄石', '鄂州']"
20200126,3,"['西宁', '海北藏族自治州', '海西蒙古族藏族自治州', '海南藏族自治州', '海东']"
20200126,4,['澄迈县']
20200126,5,['定安县']
20200126,6,['临高县']
20200126,7,['屯昌县']
20200126,8,['山南']
20200126,9,['吐鲁番']
20200127,0,"['天水', '兰州', '临夏回族自治州', '金昌', '定西', '武威', '白银']"
20200127,1,"['南宁', '河池', '柳州', '百色', '来宾', '宜春', '新余', '鞍山', '营口', '大连', '沈阳', '盘锦', '茂名', '阳江', '上饶', '鹰潭', '佛山', '广州', '清远', '梅州', '湛江', '韶关', '东莞', '惠州', '肇庆', '揭阳', '深圳', '衡阳', '江门', '汕头', '河源', '云浮', '中山', '永州', '赣州', '汕尾', '郴州', '潮州', '邵阳', '长沙', '常德', '珠海', '岳阳', '重庆', '益阳', '张家界', '大理白族自治州', '丽江', '哈尔滨', '齐齐哈尔', '大庆', '呼伦贝尔', '黑河', '绥化', '兴安盟', '娄底', '湘潭', '晋中', '太原', '吕梁', '忻州', '临汾', '运城', '大同', '长治', '朔州', '阳泉', '铁岭', '锦州', '抚顺', '辽阳', '朝阳', '阜新', '丹东', '葫芦岛', '本溪', '通辽', '四平', '长春', '昭通', '凉山彝族自治州', '攀枝花', '成都', '桂林', '贵港', '玉林', '晋城', '宜宾', '昆明', '毕节', '曲靖', '乐山', '眉山', '自贡', '贵阳', '安顺', '六盘水', '黔南布依族苗族自治州', '黔西南布依族苗族自治州', '邯郸', '安阳', '濮阳', '鹤壁', '新乡', '济南', '泰安', '济宁', '临沂', '淮安', '南京', '滁州', '镇江', '徐州', '盐城', '扬州', '宿迁', '南通', '马鞍山', '泰州', '连云港', '常州', '无锡', '芜湖', '苏州', '宣城', '宿州', '合肥', '上海', '阜阳', '亳州', '蚌埠', '安庆', '吉安', '南昌', '呼和浩特', '乌兰察布', '包头', '张家口', '锡林郭勒盟', '唐山', '秦皇岛', '株洲', '怀化', '湘西土家族苗族自治州', '青岛', '潍坊', '烟台', '淄博', '日照', '九江', '抚州', '杭州', '温州', '台州', '丽水', '德州', '菏泽', '聊城', '滨州', '枣庄', '铜陵', '池州', '玉溪', '红河哈尼族彝族自治州', '普洱', '衢州', '金华', '赤峰', '广安', '达州', '南充', '遵义', '泸州', '资阳', '内江', '遂宁', '铜仁', '巴中', '绵阳', '恩施土家族苗族自治州', '广元', '淮南', '周口', '六安', '驻马店', '邢台', '石家庄', '保定', '衡水', '沧州', '北京', '西安', '宝鸡', '咸阳', '廊坊', '天津', '郑州', '焦作', '信阳', '商丘', '南阳', '楚雄彝族自治州', '松原', '白城', '西双版纳傣族自治州', '汉中', '巴彦淖尔', '鄂尔多斯', '双鸭山', '佳木斯', '鹤岗', '宁波', '绍兴', '舟山', '钦州', '北海', '防城港', '雅安', '伊春', '梧州', '保山', '德宏傣族景颇族自治州', '开封', '厦门', '龙岩', '漳州', '文山壮族苗族自治州', '德阳', '阿坝藏族羌族自治州', '淮北', '景德镇', '宁德', '福州', '南平', '三明', '莆田', '泉州', '吉林', '通化', '延边朝鲜族自治州', '榆林', '白山', '辽源', '延安', '承德', '渭南', '商洛', '安康', '铜川', '许昌', '平顶山', '漯河', '嘉兴', '湖州', '临沧', '甘孜藏族自治州', '洛阳', '三门峡', '崇左', '贺州', '思茅', '东营', '黔东南苗族侗族自治州', '威海', '牡丹江', '鸡西', '乌海']"
20200127,2,"['黄石', '鄂州']"
20200127,3,"['黄冈', '武汉', '孝感']"
20200127,4,"['西宁', '海北藏族自治州', '海西蒙古族藏族自治州', '海南藏族自治州', '海东']"
20200127,5,['澄迈县']
20200127,6,['定安县']
20200127,7,['临高县']
20200127,8,['张掖']
20200127,9,['山南']
20200127,10,['日喀则']
20200127,11,['吐鲁番']
20200128,0,"['天水', '兰州', '临夏回族自治州', '定西', '平凉', '武威', '白银']"
20200128,1,"['南宁', '河池', '柳州', '百色', '宜春', '新余', '鞍山', '营口', '大连', '茂名', '阳江', '佛山', '广州', '清远', '湛江', '梅州', '韶关', '衡阳', '肇庆', '揭阳', '东莞', '惠州', '江门', '深圳', '河源', '云浮', '邵阳', '汕头', '永州', '赣州', '郴州', '汕尾', '中山', '重庆', '潮州', '常德', '贵港', '长沙', '梧州', '岳阳', '玉林', '益阳', '张家界', '呼伦贝尔', '齐齐哈尔', '哈尔滨', '大庆', '黑河', '绥化', '兴安盟', '娄底', '湘潭', '吕梁', '太原', '晋中', '忻州', '临汾', '长治', '运城', '大同', '朔州', '铁岭', '沈阳', '锦州', '抚顺', '朝阳', '辽阳', '阜新', '丹东', '葫芦岛', '本溪', '通辽', '四平', '盘锦', '长春', '昭通', '凉山彝族自治州', '攀枝花', '成都', '来宾', '桂林', '宜宾', '毕节', '昆明', '曲靖', '乐山', '眉山', '贵阳', '安顺', '六盘水', '黔西南布依族苗族自治州', '黔南布依族苗族自治州', '邯郸', '安阳', '济南', '泰安', '济宁', '淮安', '南京', '滁州', '盐城', '镇江', '徐州', '宿迁', '南通', '扬州', '泰州', '马鞍山', '连云港', '宿州', '芜湖', '常州', '亳州', '无锡', '蚌埠', '合肥', '苏州', '阜阳', '宣城', '安庆', '六安', '吉安', '呼和浩特', '乌兰察布', '包头', '唐山', '秦皇岛', '株洲', '怀化', '湘西土家族苗族自治州', '青岛', '潍坊', '临沂', '淄博', '烟台', '日照', '南昌', '九江', '上饶', '抚州', '上海', '杭州', '温州', '德州', '菏泽', '聊城', '枣庄', '滨州', '铜陵', '玉溪', '红河哈尼族彝族自治州', '衢州', '金华', '赤峰', '广安', '达州', '南充', '泸州', '资阳', '遵义', '内江', '遂宁', '铜仁', '巴中', '自贡', '绵阳', '恩施土家族苗族自治州', '广元', '池州', '周口', '淮南', '驻马店', '邢台', '石家庄', '保定', '衡水', '沧州', '张家口', '北京', '西安', '宝鸡', '咸阳', '廊坊', '天津', '阳泉', '郑州', '新乡', '焦作', '商丘', '信阳', '楚雄彝族自治州', '大理白族自治州', '松原', '白城', '普洱', '西双版纳傣族自治州', '汉中', '巴彦淖尔', '双鸭山', '佳木斯', '台州', '宁波', '绍兴', '舟山', '钦州', '北海', '防城港', '雅安', '保山', '德宏傣族景颇族自治州', '贺州', '开封', '文山壮族苗族自治州', '临沧', '丽江', '锡林郭勒盟', '德阳', '阿坝藏族羌族自治州', '珠海', '淮北', '景德镇', '吉林', '通化', '榆林', '白山', '辽源', '延安', '鄂尔多斯', '承德', '南阳', '渭南', '商洛', '安康', '铜川', '许昌', '平顶山', '漯河', '嘉兴', '洛阳', '三门峡', '崇左', '思茅', '东营', '黔东南苗族侗族自治州', '威海', '延边朝鲜族自治州', '濮阳', '牡丹江', '鸡西', '伊春', '鹤岗', '湖州', '丽水', '乌海', '鹤壁']"
20200128,2,"['黄石', '鄂州']"
20200128,3,"['黄冈', '武汉', '孝感']"
20200128,4,"['厦门', '龙岩', '宁德', '三明', '泉州', '漳州', '莆田', '福州', '南平']"
20200128,5,"['西宁', '海北藏族自治州', '海西蒙古族藏族自治州', '海南藏族自治州', '海东']"
20200128,6,['澄迈县']
20200128,7,['定安县']
20200128,8,['临高县']
20200128,9,['屯昌县']
20200128,10,['日喀则']
20200128,11,['山南']
20200129,0,"['天水', '兰州', '临夏回族自治州', '定西', '平凉', '武威', '白银']"
20200129,1,"['南宁', '河池', '柳州', '百色', '鞍山', '营口', '大连', '茂名', '阳江', '佛山', '广州', '清远', '湛江', '梅州', '韶关', '衡阳', '揭阳', '肇庆', '东莞', '惠州', '江门', '云浮', '汕头', '邵阳', '河源', '永州', '深圳', '汕尾', '重庆', '贵港', '赣州', '郴州', '常德', '玉林', '中山', '益阳', '梧州', '潮州', '岳阳', '长沙', '哈尔滨', '齐齐哈尔', '呼伦贝尔', '大庆', '娄底', '湘潭', '吕梁', '太原', '晋中', '忻州', '临汾', '运城', '长治', '大同', '铁岭', '沈阳', '锦州', '抚顺', '朝阳', '阜新', '辽阳', '丹东', '葫芦岛', '本溪', '长春', '通辽', '四平', '昭通', '凉山彝族自治州', '攀枝花', '成都', '来宾', '桂林', '宜宾', '毕节', '昆明', '曲靖', '绥化', '眉山', '乐山', '贵阳', '安顺', '六盘水', '黔西南布依族苗族自治州', '黔南布依族苗族自治州', '邯郸', '安阳', '济宁', '泰安', '济南', '淮安', '南京', '盐城', '镇江', '滁州', '南通', '扬州', '徐州', '宿迁', '泰州', '马鞍山', '连云港', '宿州', '常州', '无锡', '芜湖', '苏州', '亳州', '吉安', '呼和浩特', '乌兰察布', '朔州', '唐山', '秦皇岛', '株洲', '怀化', '湘西土家族苗族自治州', '张家界', '青岛', '潍坊', '临沂', '淄博', '宜春', '南昌', '九江', '上饶', '抚州', '德州', '菏泽', '聊城', '烟台', '枣庄', '滨州', '安庆', '铜陵', '玉溪', '红河哈尼族彝族自治州', '杭州', '衢州', '赤峰', '广安', '达州', '南充', '泸州', '资阳', '内江', '遵义', '遂宁', '铜仁', '巴中', '自贡', '绵阳', '恩施土家族苗族自治州', '阜阳', '淮南', '周口', '合肥', '邢台', '石家庄', '保定', '衡水', '沧州', '张家口', '西安', '宝鸡', '咸阳', '北京', '廊坊', '天津', '郑州', '新乡', '焦作', '上海', '六安', '商丘', '信阳', '楚雄彝族自治州', '盘锦', '松原', '白城', '双鸭山', '佳木斯', '阳泉', '台州', '宁波', '绍兴', '舟山', '钦州', '北海', '雅安', '保山', '德宏傣族景颇族自治州', '日照', '开封', '大理白族自治州', '文山壮族苗族自治州', '临沧', '西双版纳傣族自治州', '德阳', '广元', '阿坝藏族羌族自治州', '珠海', '蚌埠', '宣城', '池州', '景德镇', '吉林', '榆林', '延安', '鄂尔多斯', '承德', '南阳', '驻马店', '渭南', '商洛', '汉中', '安康', '铜川', '平顶山', '许昌', '漯河', '嘉兴', '温州', '崇左', '东营', '黔东南苗族侗族自治州', '威海', '通化', '辽源', '延边朝鲜族自治州', '白山', '濮阳', '防城港', '牡丹江', '鸡西', '伊春', '黑河', '鹤岗', '金华', '湖州', '丽水', '淮北', '包头', '巴彦淖尔', '乌海', '洛阳']"
20200129,2,"['黄石', '鄂州']"
20200129,3,"['黄冈', '武汉', '孝感']"
20200129,4,"['海西蒙古族藏族自治州', '海南藏族自治州', '海东', '西宁']"
20200129,5,['澄迈县']
20200129,6,['定安县']
20200129,7,['临高县']
20200129,8,"['厦门', '龙岩', '宁德', '三明', '泉州', '漳州', '莆田', '福州', '南平']"
20200129,9,['日喀则']
20200130,0,"['天水', '兰州', '临夏回族自治州', '定西', '平凉', '武威', '白银']"
20200130,1,"['南宁', '河池', '柳州', '百色', '鞍山', '营口', '大连', '佛山', '广州', '清远', '湛江', '梅州', '茂名', '韶关', '衡阳', '揭阳', '肇庆', '东莞', '惠州', '江门', '汕头', '云浮', '河源', '汕尾', '邵阳', '深圳', '永州', '阳江', '赣州', '郴州', '贵港', '重庆', '中山', '潮州', '玉林', '常德', '梧州', '益阳', '长沙', '哈尔滨', '齐齐哈尔', '呼伦贝尔', '大庆', '黑河', '娄底', '湘潭', '吕梁', '太原', '忻州', '晋中', '临汾', '长治', '运城', '大同', '朔州', '阳泉', '铁岭', '沈阳', '锦州', '朝阳', '抚顺', '葫芦岛', '阜新', '辽阳', '丹东', '本溪', '长春', '通辽', '四平', '昭通', '凉山彝族自治州', '攀枝花', '成都', '来宾', '桂林', '晋城', '宜宾', '毕节', '昆明', '曲靖', '绥化', '眉山', '乐山', '贵阳', '安顺', '六盘水', '黔西南布依族苗族自治州', '黔南布依族苗族自治州', '邯郸', '安阳', '济宁', '泰安', '济南', '盐城', '南京', '镇江', '滁州', '南通', '扬州', '宿迁', '徐州', '泰州', '马鞍山', '连云港', '常州', '吉安', '呼和浩特', '乌兰察布', '唐山', '秦皇岛', '岳阳', '株洲', '怀化', '湘西土家族苗族自治州', '青岛', '潍坊', '临沂', '淄博', '宜春', '南昌', '九江', '上饶', '抚州', '淮安', '苏州', '德州', '菏泽', '聊城', '烟台', '滨州', '枣庄', '安庆', '铜陵', '玉溪', '红河哈尼族彝族自治州', '赤峰', '广安', '达州', '南充', '资阳', '泸州', '内江', '遵义', '遂宁', '铜仁', '巴中', '自贡', '绵阳', '恩施土家族苗族自治州', '亳州', '阜阳', '淮南', '周口', '邢台', '石家庄', '保定', '衡水', '沧州', '张家口', '西安', '宝鸡', '咸阳', '北京', '廊坊', '天津', '郑州', '新乡', '焦作', '上海', '无锡', '六安', '宿州', '商丘', '合肥', '信阳', '楚雄彝族自治州', '盘锦', '松原', '白城', '双鸭山', '佳木斯', '台州', '宁波', '绍兴', '杭州', '钦州', '雅安', '保山', '德宏傣族景颇族自治州', '日照', '开封', '大理白族自治州', '文山壮族苗族自治州', '临沧', '锡林郭勒盟', '德阳', '广元', '阿坝藏族羌族自治州', '珠海', '芜湖', '蚌埠', '池州', '宣城', '景德镇', '宁德', '福州', '南平', '莆田', '三明', '泉州', '龙岩', '漳州', '吉林', '榆林', '延安', '鄂尔多斯', '承德', '南阳', '驻马店', '渭南', '商洛', '汉中', '安康', '铜川', '许昌', '平顶山', '漯河', '嘉兴', '温州', '崇左', '东营', '黔东南苗族侗族自治州', '北海', '威海', '通化', '延边朝鲜族自治州', '辽源', '白山', '濮阳', '防城港', '牡丹江', '厦门', '鸡西', '伊春', '鹤岗', '金华', '衢州', '湖州', '丽水', '淮北', '包头', '巴彦淖尔', '乌海', '洛阳']"
20200130,2,"['黄冈', '武汉', '孝感']"
20200130,3,['澄迈县']
20200130,4,['定安县']
20200130,5,['临高县']
20200130,6,['日喀则']
20200130,7,"['海东', '海西蒙古族藏族自治州', '西宁']"
20200131,0,"['天水', '兰州', '临夏回族自治州', '定西', '平凉', '武威', '白银']"
20200131,1,"['南宁', '河池', '柳州', '鞍山', '营口', '佛山', '广州', '清远', '湛江', '茂名', '梅州', '韶关', '衡阳', '揭阳', '肇庆', '东莞', '汕头', '惠州', '云浮', '江门', '邵阳', '河源', '深圳', '汕尾', '永州', '阳江', '赣州', '重庆', '郴州', '贵港', '中山', '玉林', '潮州', '长沙', '常德', '益阳', '哈尔滨', '齐齐哈尔', '娄底', '湘潭', '吕梁', '太原', '忻州', '晋中', '长治', '临汾', '运城', '大同', '朔州', '铁岭', '沈阳', '锦州', '朝阳', '抚顺', '葫芦岛', '辽阳', '阜新', '本溪', '丹东', '大连', '昭通', '凉山彝族自治州', '攀枝花', '成都', '来宾', '桂林', '晋城', '宜宾', '毕节', '昆明', '绥化', '大庆', '眉山', '乐山', '贵阳', '安顺', '六盘水', '济南', '泰安', '镇江', '南京', '滁州', '盐城', '南通', '徐州', '扬州', '宿迁', '马鞍山', '泰州', '连云港', '呼和浩特', '乌兰察布', '唐山', '秦皇岛', '岳阳', '株洲', '怀化', '青岛', '潍坊', '淄博', '宜春', '南昌', '九江', '上饶', '抚州', '吉安', '淮安', '德州', '济宁', '菏泽', '聊城', '临沂', '烟台', '滨州', '玉溪', '红河哈尼族彝族自治州', '赤峰', '广安', '达州', '南充', '泸州', '资阳', '内江', '遵义', '遂宁', '铜仁', '巴中', '恩施土家族苗族自治州', '亳州', '阜阳', '周口', '淮南', '邢台', '石家庄', '保定', '邯郸', '衡水', '沧州', '张家口', '西安', '宝鸡', '北京', '廊坊', '天津', '郑州', '新乡', '苏州', '上海', '无锡', '六安', '宿州', '商丘', '楚雄彝族自治州', '盘锦', '长春', '松原', '台州', '宁波', '绍兴', '杭州', '钦州', '雅安', '日照', '开封', '曲靖', '大理白族自治州', '文山壮族苗族自治州', '保山', '焦作', '德阳', '绵阳', '广元', '自贡', '阿坝藏族羌族自治州', '珠海', '合肥', '安庆', '芜湖', '蚌埠', '铜陵', '景德镇', '宁德', '福州', '南平', '三明', '莆田', '泉州', '龙岩', '吉林', '榆林', '延安', '鄂尔多斯', '承德', '信阳', '南阳', '驻马店', '咸阳', '渭南', '商洛', '汉中', '安康', '铜川', '许昌', '平顶山', '温州', '嘉兴', '宣城', '常州', '崇左', '东营', '黔西南布依族苗族自治州', '四平', '黔南布依族苗族自治州', '黔东南苗族侗族自治州', '枣庄', '白城', '通化', '辽源', '延边朝鲜族自治州', '白山', '濮阳', '百色', '北海', '防城港', '厦门', '漳州', '佳木斯', '牡丹江', '黑河', '鸡西', '伊春', '双鸭山', '金华', '衢州', '湖州', '丽水', '淮北', '包头', '巴彦淖尔', '乌海', '威海', '洛阳', '安阳', '漯河']"
