时间,连通分量,分量的城市
20200210,11,"['西安', '渭南', '咸阳']"
20200210,12,"['武汉', '黄冈', '孝感']"
20200210,13,"['石家庄', '廊坊', '沧州', '邢台', '唐山', '衡水', '秦皇岛', '北京', '保定', '邯郸', '天津']"
20200210,14,"['南京', '滁州', '镇江']"
20200210,15,"['潮州', '汕头', '揭阳']"
20200210,16,"['青岛', '潍坊', '烟台', '滨州', '淄博', '东营']"
20200210,17,"['上海', '常州', '嘉兴', '苏州', '无锡']"
20200210,18,"['济宁', '菏泽', '枣庄']"
20200210,19,"['长春', '吉林', '四平', '松原']"
20200210,20,"['大同', '朔州']"
20200210,21,"['南昌', '宜春']"
20200210,22,"['阜阳', '周口', '商丘', '亳州']"
20200210,23,"['泉州', '厦门', '漳州']"
20200210,24,"['内江', '自贡']"
20200210,25,"['濮阳', '聊城']"
20200210,26,"['日照', '临沂']"
20200210,27,"['绥化', '哈尔滨']"
20200210,28,"['淮南', '六安', '合肥']"
20200211,1,"['红河哈尼族彝族自治州', '昭通', '曲靖', '昆明', '毕节', '六盘水', '凉山彝族自治州', '贵阳', '安顺', '玉溪', '黔南布依族苗族自治州', '楚雄彝族自治州']"
20200211,2,"['鄂尔多斯', '榆林', '晋中', '太原', '吕梁']"
20200211,3,"['鞍山', '铁岭', '辽阳', '沈阳', '抚顺']"
20200211,4,"['遵义', '泸州']"
20200211,5,"['宿州', '徐州', '淮北']"
20200211,6,"['茂名', '深圳', '惠州', '湛江', '清远', '珠海', '中山', '佛山', '东莞', '广州']"
20200211,7,"['岳阳', '常德', '娄底', '湘潭', '永州', '长沙', '株洲', '益阳', '郴州', '邵阳', '衡阳']"
20200211,8,"['德州', '济南']"
20200211,9,"['西安', '渭南', '咸阳']"
20200211,10,"['武汉', '黄冈', '孝感']"
20200211,11,"['石家庄', '廊坊', '沧州', '邢台', '唐山', '北京', '保定', '邯郸', '天津']"
20200211,12,"['南京', '镇江']"
20200211,13,"['潮州', '汕头', '揭阳']"
20200211,14,"['滨州', '淄博', '东营']"
20200211,15,"['上海', '常州', '嘉兴', '苏州', '无锡']"
20200211,16,"['开封', '郑州']"
20200211,17,"['济宁', '菏泽', '枣庄']"
20200211,18,"['长春', '吉林', '四平', '松原']"
20200211,19,"['大同', '朔州']"
20200211,20,"['南昌', '宜春']"
20200211,21,"['潍坊', '青岛', '烟台']"
20200211,22,"['德阳', '眉山', '资阳', '绵阳', '成都', '南充']"
20200211,23,"['阜阳', '周口', '商丘', '亳州']"
20200211,24,"['广安', '重庆']"
20200211,25,"['泉州', '厦门', '漳州']"
20200211,26,"['内江', '自贡']"
20200211,27,"['濮阳', '聊城']"
20200211,28,"['日照', '临沂']"
20200211,29,"['绥化', '哈尔滨']"
20200211,30,"['淮南', '六安', '合肥']"
20200212,1,"['红河哈尼族彝族自治州', '昭通', '曲靖', '昆明', '毕节', '六盘水', '凉山彝族自治州', '贵阳', '黔南布依族苗族自治州', '玉溪', '安顺', '楚雄彝族自治州', '文山壮族苗族自治州']"
20200212,2,"['鄂尔多斯', '榆林', '晋中', '太原', '吕梁']"
20200212,3,"['鞍山', '铁岭', '辽阳', '沈阳', '抚顺']"
20200212,4,"['遵义', '泸州']"
20200212,5,"['宿州', '徐州', '淮北']"
20200212,6,"['惠州', '珠海', '深圳', '清远', '中山', '佛山', '东莞', '广州']"
20200212,7,"['岳阳', '常德', '娄底', '湘潭', '永州', '长沙', '株洲', '益阳', '郴州', '邵阳', '衡阳']"
20200212,8,"['德州', '济南']"
20200212,9,"['西安', '渭南', '咸阳']"
20200212,10,"['武汉', '黄冈', '孝感']"
20200212,11,"['石家庄', '廊坊', '沧州', '邢台', '唐山', '北京', '保定', '邯郸', '天津']"
20200212,12,"['南京', '镇江']"
20200212,13,"['潮州', '汕头', '揭阳']"
20200212,14,"['淄博', '滨州']"
20200212,15,"['无锡', '上海', '常州', '苏州']"
20200212,16,"['开封', '郑州']"
20200212,17,"['济宁', '菏泽', '枣庄']"
20200212,18,"['长春', '吉林', '四平', '松原']"
20200212,19,"['大同', '朔州']"
20200212,20,"['潍坊', '青岛', '烟台']"
20200212,21,"['阜阳', '周口', '商丘', '亳州']"
20200212,22,"['广安', '重庆']"
20200212,23,"['泉州', '厦门', '漳州']"
20200212,24,"['内江', '自贡']"
20200212,25,"['茂名', '湛江']"
20200212,26,"['德阳', '眉山', '资阳', '绵阳', '成都']"
20200212,27,"['日照', '临沂']"
20200212,28,"['绥化', '哈尔滨']"
20200212,29,"['淮南', '六安', '合肥']"
20200213,1,"['昭通', '曲靖', '昆明', '毕节', '六盘水', '凉山彝族自治州', '贵阳', '安顺', '玉溪', '黔南布依族苗族自治州', '楚雄彝族自治州']"
20200213,2,"['鄂尔多斯', '榆林', '晋中', '太原', '吕梁']"
20200213,3,"['鞍山', '铁岭', '辽阳', '沈阳', '抚顺']"
20200213,4,"['遵义', '泸州']"
20200213,5,"['宿州', '徐州', '淮北']"
20200213,6,"['惠州', '珠海', '深圳', '清远', '中山', '佛山', '东莞', '广州']"
20200213,7,"['红河哈尼族彝族自治州', '文山壮族苗族自治州']"
20200213,8,"['岳阳', '常德', '娄底', '湘潭', '永州', '长沙', '株洲', '益阳', '郴州', '邵阳', '衡阳']"
20200213,9,"['德州', '济南']"
20200213,10,"['西安', '渭南', '咸阳']"
20200213,11,"['武汉', '黄冈', '孝感']"
20200213,12,"['石家庄', '廊坊', '沧州', '邢台', '唐山', '秦皇岛', '北京', '保定', '邯郸', '天津']"
20200213,13,"['南京', '镇江']"
20200213,14,"['潮州', '汕头', '揭阳']"
20200213,15,"['青岛', '潍坊', '烟台', '滨州', '淄博']"
20200213,16,"['无锡', '上海', '常州', '苏州']"
20200213,17,"['开封', '郑州']"
20200213,18,"['济宁', '菏泽', '枣庄']"
20200213,19,"['长春', '吉林', '四平', '松原']"
20200213,20,"['大同', '朔州']"
20200213,21,"['南昌', '宜春']"
20200213,22,"['盐城', '南通']"
20200213,23,"['阜阳', '周口', '商丘', '亳州']"
20200213,24,"['广安', '重庆']"
20200213,25,"['泉州', '厦门', '漳州']"
20200213,26,"['内江', '自贡']"
20200213,27,"['茂名', '湛江']"
20200213,28,"['杭州', '绍兴']"
20200213,29,"['德阳', '眉山', '资阳', '绵阳', '成都']"
20200213,30,"['日照', '临沂']"
20200213,31,"['绥化', '哈尔滨']"
20200213,32,"['淮南', '六安', '合肥']"
20200214,1,"['昭通', '曲靖', '昆明', '毕节', '六盘水', '凉山彝族自治州', '贵阳', '安顺', '玉溪', '黔南布依族苗族自治州', '楚雄彝族自治州']"
20200214,2,"['鄂尔多斯', '榆林', '晋中', '太原', '吕梁']"
20200214,3,"['铜仁', '遵义', '泸州']"
20200214,4,"['鞍山', '铁岭', '辽阳', '沈阳', '抚顺']"
20200214,5,"['宿州', '徐州', '淮北']"
20200214,6,"['深圳', '珠海', '惠州', '清远', '中山', '佛山', '东莞', '广州']"
20200214,7,"['红河哈尼族彝族自治州', '文山壮族苗族自治州']"
20200214,8,"['岳阳', '常德', '娄底', '湘潭', '永州', '长沙', '株洲', '益阳', '邵阳', '衡阳']"
20200214,9,"['德州', '济南']"
20200214,10,"['西安', '渭南', '咸阳']"
20200214,11,"['武汉', '黄冈', '孝感']"
20200214,12,"['石家庄', '廊坊', '沧州', '邢台', '唐山', '北京', '保定', '邯郸', '天津']"
20200214,13,"['南京', '镇江']"
20200214,14,"['潮州', '汕头', '揭阳']"
20200214,15,"['青岛', '潍坊', '烟台', '滨州', '淄博']"
20200214,16,"['无锡', '上海', '常州', '苏州']"
20200214,17,"['开封', '郑州']"
20200214,18,"['济宁', '菏泽', '枣庄']"
20200214,19,"['长春', '吉林', '四平', '松原']"
20200214,20,"['大同', '朔州']"
20200214,21,"['南昌', '宜春']"
20200214,22,"['来宾', '柳州']"
20200214,23,"['盐城', '南通']"
20200214,24,"['马鞍山', '芜湖']"
20200214,25,"['阜阳', '周口', '商丘', '亳州']"
20200214,26,"['广安', '重庆']"
20200214,27,"['泉州', '厦门', '漳州']"
20200214,28,"['内江', '自贡']"
20200214,29,"['茂名', '湛江']"
20200214,30,"['杭州', '嘉兴', '绍兴']"
20200214,31,"['德阳', '眉山', '资阳', '绵阳', '成都']"
20200214,32,"['日照', '临沂']"
20200214,33,"['淮南', '六安', '合肥']"
20200215,1,"['红河哈尼族彝族自治州', '昭通', '曲靖', '昆明', '毕节', '六盘水', '凉山彝族自治州', '贵阳', '安顺', '玉溪', '黔南布依族苗族自治州', '楚雄彝族自治州']"
20200215,2,"['鄂尔多斯', '榆林', '晋中', '太原', '吕梁']"
20200215,3,"['鞍山', '辽阳']"
20200215,4,"['遵义', '泸州']"
20200215,5,"['宿州', '徐州']"
20200215,6,"['惠州', '珠海', '深圳', '清远', '中山', '佛山', '东莞', '广州']"
20200215,7,"['铁岭', '沈阳', '抚顺']"
20200215,8,"['岳阳', '常德', '娄底', '湘潭', '永州', '长沙', '株洲', '益阳', '邵阳', '衡阳']"
20200215,9,"['德州', '济南']"
20200215,10,"['西安', '渭南', '咸阳']"
20200215,11,"['武汉', '黄冈', '孝感']"
20200215,12,"['石家庄', '廊坊', '沧州', '邢台', '唐山', '北京', '保定', '邯郸', '天津']"
20200215,13,"['南京', '镇江']"
20200215,14,"['杭州', '嘉兴', '绍兴', '金华']"
20200215,15,"['潮州', '汕头', '揭阳']"
20200215,16,"['淄博', '滨州']"
20200215,17,"['无锡', '上海', '常州', '苏州']"
20200215,18,"['开封', '郑州']"
20200215,19,"['长春', '吉林', '四平', '松原']"
20200215,20,"['大同', '朔州']"
20200215,21,"['南昌', '宜春']"
20200215,22,"['潍坊', '青岛']"
20200215,23,"['来宾', '柳州']"
20200215,24,"['盐城', '南通']"
20200215,25,"['济宁', '菏泽']"
20200215,26,"['周口', '商丘']"
20200215,27,"['恩施土家族苗族自治州', '广安', '重庆']"
20200215,28,"['泉州', '厦门', '漳州']"
20200215,29,"['内江', '自贡']"
20200215,30,"['茂名', '湛江']"
20200215,31,"['德阳', '眉山', '资阳', '绵阳', '成都']"
20200215,32,"['日照', '临沂']"
20200215,33,"['绥化', '哈尔滨']"
20200215,34,"['六安', '合肥']"
20200215,35,"['阜阳', '亳州']"
20200216,1,"['昭通', '曲靖', '昆明', '毕节', '六盘水', '黔东南苗族侗族自治州', '凉山彝族自治州', '泸州', '楚雄彝族自治州', '贵阳', '安顺', '玉溪', '黔南布依族苗族自治州', '铜仁', '遵义']"
20200216,2,"['榆林', '吕梁', '鄂尔多斯']"
20200216,3,"['鞍山', '辽阳']"
20200216,4,"['宿州', '徐州', '淮北']"
20200216,5,"['惠州', '珠海', '深圳', '清远', '中山', '佛山', '东莞', '广州']"
20200216,6,"['红河哈尼族彝族自治州', '文山壮族苗族自治州']"
20200216,7,"['铁岭', '沈阳', '抚顺']"
20200216,8,"['岳阳', '常德', '湘潭', '永州', '长沙', '株洲', '益阳', '邵阳', '衡阳']"
20200216,9,"['德州', '济南']"
20200216,10,"['西安', '渭南', '咸阳']"
20200216,11,"['武汉', '黄冈', '孝感']"
20200216,12,"['石家庄', '廊坊', '沧州', '邢台', '唐山', '北京', '保定', '邯郸', '天津']"
20200216,13,"['南京', '镇江']"
20200216,14,"['潮州', '汕头', '揭阳']"
20200216,15,"['淄博', '滨州']"
20200216,16,"['无锡', '上海', '常州', '苏州']"
20200216,17,"['开封', '郑州']"
20200216,18,"['济宁', '菏泽', '枣庄']"
20200216,19,"['长春', '吉林', '四平', '松原']"
20200216,20,"['大同', '朔州']"
20200216,21,"['南昌', '宜春']"
20200216,22,"['潍坊', '青岛']"
20200216,23,"['来宾', '柳州']"
20200216,24,"['阜阳', '周口', '商丘', '亳州']"
20200216,25,"['广安', '重庆']"
20200216,26,"['泉州', '厦门', '漳州']"
20200216,27,"['内江', '自贡']"
20200216,28,"['茂名', '湛江']"
20200216,29,"['杭州', '嘉兴', '绍兴']"
20200216,30,"['德阳', '眉山', '资阳', '绵阳', '成都']"
20200216,31,"['日照', '临沂']"
20200216,32,"['绥化', '哈尔滨']"
20200216,33,"['晋中', '太原']"
20200216,34,"['六安', '合肥']"
20200217,1,"['昆明', '重庆', '玉溪', '楚雄彝族自治州', '铜仁', '文山壮族苗族自治州', '六盘水', '百色', '黔东南苗族侗族自治州', '泸州', '贵阳', '黔西南布依族苗族自治州', '遵义', '广安', '曲靖', '南宁', '安顺', '红河哈尼族彝族自治州', '昭通', '钦州', '毕节', '崇左', '凉山彝族自治州', '黔南布依族苗族自治州']"
20200217,2,"['鄂尔多斯', '榆林', '忻州', '晋中', '太原', '吕梁']"
20200217,3,"['鞍山', '铁岭', '辽阳', '沈阳', '抚顺']"
20200217,4,"['开封', '许昌', '新乡', '郑州']"
20200217,5,"['宿州', '徐州', '淮北']"
20200217,6,"['江门', '惠州', '深圳', '清远', '珠海', '中山', '佛山', '东莞', '广州']"
20200217,7,"['岳阳', '常德', '娄底', '湘潭', '永州', '长沙', '株洲', '益阳', '邵阳', '衡阳']"
20200217,8,"['德州', '济南', '泰安']"
20200217,9,"['西安', '渭南', '咸阳']"
20200217,10,"['杭州', '绍兴', '上海', '常州', '湖州', '嘉兴', '盐城', '金华', '苏州', '无锡', '南通']"
20200217,11,"['锦州', '葫芦岛', '盘锦']"
20200217,12,"['武汉', '黄冈', '孝感']"
20200217,13,"['石家庄', '廊坊', '沧州', '邢台', '唐山', '北京', '保定', '邯郸', '天津']"
20200217,14,"['南京', '镇江']"
20200217,15,"['潮州', '汕头', '揭阳']"
20200217,16,"['青岛', '潍坊', '烟台', '滨州', '淄博']"
20200217,17,"['济宁', '菏泽', '枣庄']"
20200217,18,"['长春', '吉林', '四平', '松原']"
20200217,19,"['大同', '朔州']"
20200217,20,"['南昌', '宜春']"
20200217,21,"['来宾', '柳州']"
20200217,22,"['德阳', '眉山', '乐山', '资阳', '绵阳', '成都', '南充']"
20200217,23,"['马鞍山', '芜湖']"
20200217,24,"['阜阳', '周口', '商丘', '亳州']"
20200217,25,"['泉州', '厦门', '漳州']"
20200217,26,"['内江', '自贡']"
20200217,27,"['茂名', '湛江']"
20200217,28,"['日照', '临沂']"
20200217,29,"['绥化', '哈尔滨']"
20200217,30,"['贵港', '玉林']"
20200217,31,"['淮南', '六安', '合肥']"
20200217,32,"['宁德', '福州']"
20200218,1,"['昆明', '重庆', '玉溪', '楚雄彝族自治州', '铜仁', '文山壮族苗族自治州', '六盘水', '百色', '黔东南苗族侗族自治州', '泸州', '贵阳', '黔西南布依族苗族自治州', '遵义', '广安', '曲靖', '南宁', '安顺', '红河哈尼族彝族自治州', '昭通', '钦州', '毕节', '崇左', '凉山彝族自治州', '黔南布依族苗族自治州']"
20200218,2,"['延安', '鄂尔多斯', '榆林', '晋中', '太原', '吕梁']"
20200218,3,"['鞍山', '铁岭', '辽阳', '沈阳', '抚顺']"
20200218,4,"['宿州', '徐州', '淮北']"
20200218,5,"['江门', '惠州', '深圳', '清远', '珠海', '中山', '佛山', '东莞', '广州']"
20200218,6,"['岳阳', '常德', '娄底', '湘潭', '永州', '长沙', '株洲', '益阳', '邵阳', '衡阳']"
20200218,7,"['德州', '济南']"
20200218,8,"['石家庄', '廊坊', '沧州', '邢台', '唐山', '北京', '保定', '邯郸', '天津', '安阳']"
20200218,9,"['西安', '渭南', '咸阳']"
20200218,10,"['杭州', '绍兴', '上海', '常州', '湖州', '嘉兴', '盐城', '金华', '苏州', '无锡', '南通']"
20200218,11,"['锦州', '葫芦岛', '盘锦']"
20200218,12,"['武汉', '黄冈', '孝感']"
20200218,13,"['南京', '镇江']"
20200218,14,"['潮州', '汕头', '揭阳']"
20200218,15,"['青岛', '潍坊', '烟台', '滨州', '淄博']"
20200218,16,"['开封', '郑州']"
20200218,17,"['济宁', '菏泽', '枣庄']"
20200218,18,"['长春', '吉林', '四平', '松原']"
20200218,19,"['大同', '朔州']"
20200218,20,"['南昌', '宜春']"
20200218,21,"['来宾', '柳州']"
20200218,22,"['德阳', '眉山', '乐山', '资阳', '绵阳', '成都', '南充']"
20200218,23,"['马鞍山', '芜湖']"
20200218,24,"['阜阳', '周口', '商丘', '亳州']"
20200218,25,"['莆田', '泉州', '厦门', '漳州']"
20200218,26,"['内江', '自贡']"
20200218,27,"['茂名', '湛江']"
20200218,28,"['濮阳', '聊城']"
20200218,29,"['兰州', '定西']"
20200218,30,"['日照', '临沂']"
20200218,31,"['绥化', '哈尔滨']"
20200218,32,"['临汾', '运城']"
20200218,33,"['淮南', '六安', '合肥']"
20200218,34,"['宁德', '福州']"
20200219,1,"['昆明', '重庆', '资阳', '玉溪', '楚雄彝族自治州', '铜仁', '文山壮族苗族自治州', '眉山', '六盘水', '百色', '黔东南苗族侗族自治州', '泸州', '乐山', '贵阳', '绵阳', '黔西南布依族苗族自治州', '成都', '遵义', '广安', '曲靖', '德阳', '南宁', '安顺', '红河哈尼族彝族自治州', '昭通', '毕节', '崇左', '凉山彝族自治州', '黔南布依族苗族自治州']"
20200219,2,"['延安', '鄂尔多斯', '榆林', '晋中', '太原', '吕梁']"
20200219,3,"['鞍山', '铁岭', '辽阳', '沈阳', '抚顺']"
20200219,4,"['宿州', '徐州', '淮北']"
20200219,5,"['肇庆', '深圳', '江门', '惠州', '清远', '珠海', '中山', '佛山', '东莞', '广州']"
20200219,6,"['岳阳', '常德', '娄底', '湘潭', '永州', '长沙', '株洲', '益阳', '邵阳', '衡阳']"
20200219,7,"['德州', '济南', '泰安']"
20200219,8,"['西安', '渭南', '咸阳']"
20200219,9,"['杭州', '绍兴', '上海', '宁波', '常州', '湖州', '嘉兴', '盐城', '金华', '苏州', '无锡', '南通']"
20200219,10,"['锦州', '葫芦岛', '盘锦']"
20200219,11,"['武汉', '黄冈', '孝感']"
20200219,12,"['石家庄', '廊坊', '沧州', '邢台', '唐山', '北京', '保定', '邯郸', '天津']"
20200219,13,"['南京', '镇江']"
20200219,14,"['潮州', '汕头', '揭阳']"
20200219,15,"['青岛', '潍坊', '烟台', '滨州', '淄博']"
20200219,16,"['开封', '许昌', '郑州']"
20200219,17,"['济宁', '菏泽', '枣庄']"
20200219,18,"['长春', '吉林', '四平', '松原']"
20200219,19,"['大同', '朔州']"
20200219,20,"['南昌', '宜春']"
20200219,21,"['来宾', '柳州']"
20200219,22,"['马鞍山', '芜湖']"
20200219,23,"['阜阳', '周口', '商丘', '亳州']"
20200219,24,"['莆田', '泉州', '厦门', '漳州']"
20200219,25,"['内江', '自贡']"
